D1004,D2001_Y,D2002,D2003,D2024,D3001_1,D3001_2,D3001_3,D3001_4,D3001_5,D3001_6,D3001_7,D3001_8,D3002,D3003_1,D3003_2,D3003_3,D3006_LH_PL,D3012_A,D3017,D3018_3
TUR_2015,1966,1. MALE,03. ISCED LEVEL 2 - LOWER SECONDARY,1. NEVER,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,97. VOLUNTEERED: REFUSED,5,5. NOT AT ALL SATISFIED,99. MISSING
TUR_2015,1970,1. MALE,02. ISCED LEVEL 1 - PRIMARY,3. TWO TO ELEVEN TIMES A YEAR,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,5. VERY UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,5,4. NOT VERY SATISFIED,1
TUR_2015,1952,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1971,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,97. VOLUNTEERED: REFUSED,1,4. NOT VERY SATISFIED,99. MISSING
TUR_2015,1948,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,1. NEVER,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,99. MISSING
TUR_2015,1972,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,2. ONCE A YEAR,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,90. OTHER PARTY/CANDIDATE (NOT FURTHER SPECIFIED),00. STRONGLY DISLIKE,4. NOT VERY SATISFIED,99. MISSING
TUR_2015,1976,2. FEMALE,96. NONE (NO EDUCATION),6. ONCE A WEEK/MORE THAN ONCE A WEEK,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT LIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,9,2. FAIRLY SATISFIED,1
TUR_2015,1989,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,5. TWO OR MORE TIMES A MONTH,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT LIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,1,5,4. NOT VERY SATISFIED,1
TUR_2015,1978,1. MALE,02. ISCED LEVEL 1 - PRIMARY,5. TWO OR MORE TIMES A MONTH,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,5,4. NOT VERY SATISFIED,1
TUR_2015,1968,1. MALE,07. ISCED LEVEL 6 - BACHELOR OR EQUIVALENT,6. ONCE A WEEK/MORE THAN ONCE A WEEK,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT LIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,9,2. FAIRLY SATISFIED,1
TUR_2015,1959,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT LIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,3,3,5. NOT AT ALL SATISFIED,3
TUR_2015,1968,1. MALE,03. ISCED LEVEL 2 - LOWER SECONDARY,2. ONCE A YEAR,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,3,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,3
TUR_2015,1975,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,5. TWO OR MORE TIMES A MONTH,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,6,2. FAIRLY SATISFIED,99. MISSING
TUR_2015,1980,1. MALE,03. ISCED LEVEL 2 - LOWER SECONDARY,5. TWO OR MORE TIMES A MONTH,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,1. GOTTEN BETTER,2. SOMEWHAT BETTER,9. MISSING,1,10. STRONGLY LIKE,2. FAIRLY SATISFIED,1
TUR_2015,1989,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,3. TWO TO ELEVEN TIMES A YEAR,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT LIKELY,1. GOTTEN BETTER,2. SOMEWHAT BETTER,9. MISSING,1,8,1. VERY SATISFIED,1
TUR_2015,1985,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,3,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,3
TUR_2015,1973,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,8. DON'T KNOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,99. MISSING,1,5. NOT AT ALL SATISFIED,99. MISSING
TUR_2015,1978,2. FEMALE,03. ISCED LEVEL 2 - LOWER SECONDARY,3. TWO TO ELEVEN TIMES A YEAR,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,3. THE SAME AS NOW,9. MISSING,9. MISSING,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,99. MISSING
TUR_2015,1969,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,6,2. FAIRLY SATISFIED,1
TUR_2015,1962,1. MALE,02. ISCED LEVEL 1 - PRIMARY,5. TWO OR MORE TIMES A MONTH,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,3,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,3
TUR_2015,1961,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,3. TWO TO ELEVEN TIMES A YEAR,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1982,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,5. TWO OR MORE TIMES A MONTH,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,99. MISSING,1,5. NOT AT ALL SATISFIED,99. MISSING
TUR_2015,1963,2. FEMALE,96. NONE (NO EDUCATION),6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,1,5,9. MISSING,1
TUR_2015,1976,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,3. TWO TO ELEVEN TIMES A YEAR,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1984,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,7. REFUSED,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT LIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,5,1,2. FAIRLY SATISFIED,5
TUR_2015,1986,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,1. NEVER,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,7. VOLUNTEERED: REFUSED,2. SOMEWHAT LIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,7,2. FAIRLY SATISFIED,1
TUR_2015,1982,1. MALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,1,8,2. FAIRLY SATISFIED,1
TUR_2015,1967,2. FEMALE,96. NONE (NO EDUCATION),6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT LIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,92. R CAST INVALID BALLOT,1,2. FAIRLY SATISFIED,99. MISSING
TUR_2015,1989,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,99. MISSING,7,2. FAIRLY SATISFIED,99. MISSING
TUR_2015,1995,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,2. SOMEWHAT LIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,10. STRONGLY LIKE,2. FAIRLY SATISFIED,1
TUR_2015,1961,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,2. SOMEWHAT LIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,10. STRONGLY LIKE,2. FAIRLY SATISFIED,1
TUR_2015,1967,2. FEMALE,03. ISCED LEVEL 2 - LOWER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,1,10. STRONGLY LIKE,2. FAIRLY SATISFIED,1
TUR_2015,1985,2. FEMALE,07. ISCED LEVEL 6 - BACHELOR OR EQUIVALENT,6. ONCE A WEEK/MORE THAN ONCE A WEEK,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,2,5. NOT AT ALL SATISFIED,2
TUR_2015,1983,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT LIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,8,1. VERY SATISFIED,1
TUR_2015,1984,1. MALE,07. ISCED LEVEL 6 - BACHELOR OR EQUIVALENT,6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT LIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,9,2. FAIRLY SATISFIED,1
TUR_2015,1980,1. MALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1954,1. MALE,96. NONE (NO EDUCATION),6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1960,1. MALE,02. ISCED LEVEL 1 - PRIMARY,3. TWO TO ELEVEN TIMES A YEAR,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,99. MISSING
TUR_2015,1985,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,3. TWO TO ELEVEN TIMES A YEAR,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT LIKELY,1. GOTTEN BETTER,2. SOMEWHAT BETTER,9. MISSING,1,10. STRONGLY LIKE,1. VERY SATISFIED,1
TUR_2015,1975,1. MALE,03. ISCED LEVEL 2 - LOWER SECONDARY,1. NEVER,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1948,1. MALE,03. ISCED LEVEL 2 - LOWER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,99. MISSING
TUR_2015,1953,1. MALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,1. MUCH MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,2. SOMEWHAT MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,3,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,3
TUR_2015,1981,1. MALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1949,1. MALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1950,1. MALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1957,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,2. SOMEWHAT LIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1986,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,5. TWO OR MORE TIMES A MONTH,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,3,10. STRONGLY LIKE,4. NOT VERY SATISFIED,3
TUR_2015,1984,2. FEMALE,03. ISCED LEVEL 2 - LOWER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,8,4. NOT VERY SATISFIED,1
TUR_2015,1985,2. FEMALE,03. ISCED LEVEL 2 - LOWER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,5. VERY UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,3,2,5. NOT AT ALL SATISFIED,3
